nhiet_do_moi_truong,nhiet_do_quy_trinh,toc_do_quay,momen_xoan,do_mon_dao,loai_san_pham,ca_lam_viec,hong_hoc
303.64,313.47,1298.4,46.44,4.3,L,Sáng,0
298.94,308.79,1518.8,39.89,46.9,L,Sáng,0
301.5,314.33,1468.3,50.85,14.2,L,Đêm,0
296.94,308.4,1436.1,43.76,208.2,M,Chiều,0
297.7,307.82,1296.1,34.38,91.9,H,Sáng,0
297.17,308.31,1724.0,41.91,3.7,L,Sáng,0
300.75,311.76,1576.4,38.03,191.0,H,Đêm,0
295.96,304.35,1332.5,24.22,121.7,L,Chiều,1
300.26,308.95,1448.2,52.76,10.6,H,Sáng,0
298.12,307.46,1567.9,38.86,80.8,L,Chiều,0
298.9,310.72,1547.1,32.14,153.5,L,Chiều,0
298.95,309.65,1315.9,46.85,20.2,L,Chiều,0
300.96,312.9,1398.7,44.56,20.4,L,Chiều,0
298.78,308.9,1423.0,44.33,50.3,L,Sáng,0
300.87,311.53,1359.9,47.96,74.3,L,Đêm,0
294.36,302.65,1340.0,38.22,23.4,L,Đêm,1
300.16,310.57,1304.0,35.18,18.3,L,Sáng,0
295.45,305.37,1470.2,24.73,41.3,M,Chiều,0
301.56,310.42,1485.0,44.89,194.5,L,Chiều,0
297.91,308.23,1293.0,49.72,34.6,L,Sáng,0
298.45,309.48,1513.7,42.63,198.6,H,Đêm,0
301.05,310.25,1718.4,58.63,57.1,L,Sáng,0
301.21,311.39,1537.9,43.38,148.8,M,Đêm,0
298.14,307.47,1661.4,46.05,9.6,L,Chiều,0
298.53,310.37,1407.8,62.79,245.9,H,Đêm,1
301.86,311.6,1458.6,52.09,83.8,L,Chiều,0
301.09,310.62,1540.6,35.5,156.0,L,Chiều,0
302.45,313.71,1781.1,54.72,110.9,L,Chiều,0
303.38,312.55,1595.9,50.19,27.7,L,Đêm,0
299.35,308.29,1438.8,37.16,47.7,M,Chiều,0
300.68,312.15,1379.3,41.18,232.5,L,Chiều,0
299.92,309.6,1378.8,18.64,53.4,H,Sáng,0
298.99,309.14,1748.8,38.74,111.8,M,Chiều,0
298.07,306.7,1535.7,38.08,0.2,L,Chiều,0
296.61,306.92,1488.5,37.08,134.5,H,Chiều,0
302.27,312.49,1590.3,37.36,220.9,L,Sáng,0
299.38,308.79,1742.9,52.53,34.3,M,Sáng,0
300.49,310.59,1497.9,37.65,76.1,M,Sáng,0
299.29,308.66,1385.8,29.35,59.4,H,Đêm,0
300.22,310.86,1558.4,36.25,227.9,H,Đêm,0
296.83,306.58,1429.3,38.07,139.8,L,Chiều,0
299.76,309.0,1821.8,47.24,159.1,L,Chiều,0
300.05,311.16,1432.1,49.25,236.3,H,Đêm,1
299.98,310.89,1582.8,48.73,51.3,L,Chiều,0
301.75,311.06,1425.2,31.51,144.3,L,Đêm,0
299.47,309.5,1676.4,50.49,55.8,M,Chiều,0
302.23,313.32,1553.9,20.52,168.0,L,Sáng,0
300.2,309.12,1511.1,35.79,89.9,L,Chiều,0
298.75,308.88,1412.0,61.0,147.0,H,Đêm,1
301.42,310.38,1763.4,34.84,142.7,L,Chiều,0
301.71,309.61,1646.2,29.33,24.8,H,Đêm,0
301.88,311.97,1595.0,63.1,17.4,L,Chiều,0
298.14,307.35,1645.9,45.72,122.7,M,Sáng,0
298.56,309.4,1576.6,40.35,37.1,M,Chiều,0
300.84,310.43,1614.8,42.21,112.7,M,Sáng,0
299.88,310.63,1707.3,22.9,41.0,M,Sáng,0
299.44,308.36,1369.0,34.36,37.2,L,Chiều,0
299.3,309.54,1385.9,27.53,108.4,L,Sáng,0
300.72,311.68,1611.5,30.13,98.4,H,Chiều,0
301.74,311.69,1419.5,38.32,189.3,M,Đêm,0
297.89,310.67,1544.5,41.74,241.5,M,Đêm,0
298.92,310.06,1499.7,29.28,192.4,H,Chiều,0
302.52,312.05,1372.1,45.96,84.0,M,Chiều,0
297.23,307.78,1673.1,46.5,111.2,L,Đêm,0
302.13,312.43,1571.5,39.69,186.7,L,Sáng,0
297.61,308.64,1232.9,44.77,243.8,M,Sáng,0
300.33,309.09,1582.8,42.22,216.4,M,Đêm,0
301.26,313.04,1213.9,39.66,88.2,M,Sáng,0
301.9,312.61,1563.2,27.4,164.0,H,Chiều,0
300.25,311.2,1539.1,46.75,122.0,L,Sáng,0
302.69,313.09,1180.0,43.93,51.5,L,Chiều,0
298.77,309.62,1508.7,22.23,47.8,L,Sáng,0
299.18,308.76,1772.3,29.19,142.7,M,Đêm,0
300.44,309.95,1779.0,42.91,62.6,H,Chiều,0
300.15,310.19,1311.0,60.84,73.4,H,Chiều,0
298.45,308.84,1768.0,54.45,11.5,M,Chiều,0
301.99,310.4,1305.0,31.49,191.8,M,Chiều,1
297.58,305.87,1818.1,28.98,158.0,L,Đêm,0
299.14,308.7,1379.9,23.3,108.4,L,Sáng,0
296.12,306.9,1899.5,34.7,180.6,H,Sáng,0
296.24,306.22,1728.8,24.37,125.5,M,Chiều,0
300.62,311.61,1559.1,38.66,13.9,M,Đêm,0
298.59,308.33,1481.9,41.28,120.7,H,Chiều,0
301.96,312.12,1375.7,42.96,49.3,L,Đêm,0
300.24,308.5,1717.1,47.94,65.7,L,Sáng,0
296.46,306.64,1727.9,53.56,62.4,L,Đêm,0
300.69,311.15,1621.4,42.88,193.9,L,Sáng,0
301.98,312.69,1487.7,37.8,127.2,L,Sáng,0
297.63,308.22,1587.9,26.48,48.4,M,Đêm,0
302.65,312.88,1793.1,41.44,59.6,L,Sáng,0
299.3,310.6,1861.5,36.42,89.5,L,Sáng,0
300.06,309.79,1746.7,32.26,88.9,L,Đêm,0
301.46,310.2,1607.2,40.01,137.7,L,Sáng,0
302.59,311.83,1417.5,39.42,122.5,M,Sáng,0
299.69,308.99,1380.6,35.07,228.6,L,Đêm,0
299.4,311.5,1824.6,36.9,170.5,M,Sáng,0
304.03,313.33,1308.8,59.85,82.0,M,Chiều,0
297.38,307.28,1697.2,30.59,143.5,H,Chiều,0
300.34,309.81,1719.9,40.8,119.5,M,Chiều,0
302.79,311.33,1451.5,53.47,128.6,H,Chiều,0
298.7,308.49,1597.8,31.69,123.8,L,Chiều,0
300.82,309.39,1690.4,18.22,116.1,L,Sáng,0
299.73,309.37,1282.4,39.19,242.5,H,Chiều,0
298.99,309.39,1565.1,34.48,241.7,H,Chiều,0
297.65,308.11,1590.1,38.44,136.5,L,Đêm,0
301.0,311.52,1180.0,41.35,12.6,L,Chiều,0
303.13,312.49,1625.8,52.7,20.7,H,Chiều,0
300.85,313.67,1323.0,27.04,243.5,H,Sáng,0
300.62,310.01,1524.2,47.49,191.9,M,Sáng,0
300.29,310.58,1606.2,44.59,186.0,L,Sáng,0
299.45,310.09,1675.4,18.99,106.4,L,Chiều,0
299.84,310.85,1211.4,30.02,200.6,M,Đêm,0
301.25,312.86,1723.1,52.75,126.8,M,Chiều,0
298.59,306.26,1644.3,45.13,50.0,H,Chiều,0
297.73,306.5,1696.9,34.07,152.7,L,Sáng,0
299.78,311.1,1408.6,38.33,153.4,L,Đêm,0
296.28,305.41,1354.7,48.29,252.6,M,Sáng,0
305.29,313.51,1316.3,55.86,8.6,L,Chiều,0
300.83,313.24,1676.0,47.4,128.1,L,Sáng,0
299.95,308.71,1472.2,29.19,114.6,M,Đêm,0
298.22,308.29,1445.3,24.52,27.2,L,Đêm,0
298.66,307.87,1600.3,31.21,200.4,L,Sáng,0
299.0,308.96,1462.4,41.48,199.2,L,Đêm,0
301.58,311.37,1180.0,45.16,85.9,L,Chiều,0
302.88,314.07,1382.8,22.9,225.0,M,Đêm,0
297.09,307.59,1864.7,43.17,222.9,L,Sáng,0
299.25,308.34,1746.2,42.07,106.1,M,Đêm,0
299.26,308.22,1575.3,49.05,158.4,H,Sáng,0
301.51,310.56,1740.0,55.04,183.0,L,Chiều,0
300.8,310.48,1558.6,35.07,83.0,H,Sáng,0
301.01,310.3,1757.5,23.54,140.3,M,Sáng,0
296.9,306.75,1471.2,33.74,91.5,L,Chiều,0
303.63,316.14,1357.4,56.41,26.4,L,Đêm,0
300.7,310.47,1357.0,41.7,168.9,L,Chiều,0
301.1,310.81,1261.6,32.97,15.9,L,Chiều,0
298.3,308.65,1650.3,43.61,232.2,L,Chiều,0
302.31,312.51,1663.9,42.09,105.1,M,Chiều,0
299.77,307.71,1794.8,37.46,140.7,L,Chiều,0
300.38,308.93,1665.1,53.69,176.5,M,Chiều,0
295.55,303.6,1420.0,33.95,210.1,L,Đêm,0
298.64,307.21,1499.8,45.16,241.5,L,Sáng,0
296.9,308.95,1512.7,39.32,86.5,L,Đêm,0
300.53,311.86,1584.6,39.15,216.6,L,Sáng,0
298.69,307.77,1428.2,35.24,27.2,H,Chiều,0
299.17,309.67,1384.3,32.8,28.9,H,Sáng,0
300.29,311.71,1542.3,43.48,175.8,L,Sáng,0
298.99,309.4,1555.6,43.96,204.0,L,Sáng,0
300.55,311.51,1621.1,31.04,179.8,M,Đêm,0
299.71,308.35,1784.3,32.04,246.2,L,Sáng,1
303.42,314.15,1558.4,42.01,46.6,H,Chiều,0
302.39,313.21,1639.6,34.07,226.6,L,Đêm,0
304.26,314.36,1743.5,37.68,208.2,L,Chiều,0
302.13,310.5,1440.8,43.02,114.7,M,Sáng,0
299.16,307.53,1597.6,40.84,193.4,L,Đêm,0
299.89,308.91,1696.5,46.87,55.1,L,Chiều,0
299.86,309.56,1328.1,22.23,196.3,L,Sáng,0
298.65,308.86,1438.8,37.2,6.4,L,Sáng,0
298.67,307.65,1369.6,34.99,58.7,M,Sáng,0
298.54,308.23,1387.6,49.26,245.2,L,Sáng,1
296.38,307.98,1545.7,41.1,192.5,L,Sáng,0
300.41,311.71,1366.5,39.17,40.2,H,Đêm,0
302.35,312.62,1568.9,38.89,70.9,L,Đêm,0
300.78,310.36,1529.5,40.49,175.1,M,Đêm,0
297.92,308.04,1629.1,22.64,25.1,M,Chiều,0
299.1,310.37,1647.1,50.87,137.1,M,Chiều,0
298.64,308.71,1554.0,35.58,221.5,M,Đêm,0
301.73,312.59,1381.9,40.26,136.6,M,Sáng,0
303.01,313.57,1924.6,46.37,91.1,M,Đêm,0
300.0,310.33,1871.9,46.98,47.3,L,Chiều,0
300.27,310.37,1564.6,35.19,220.9,L,Đêm,0
298.96,309.74,1993.5,28.42,242.4,L,Đêm,0
300.88,310.73,1462.5,47.73,218.9,H,Sáng,0
299.72,310.48,1693.7,38.83,53.3,L,Chiều,0
300.95,309.94,1638.6,35.09,16.3,L,Chiều,0
296.6,308.33,1494.8,31.57,52.4,M,Chiều,0
301.44,311.69,1634.8,55.3,73.2,L,Sáng,0
300.95,310.06,1724.7,46.75,5.0,M,Đêm,0
297.12,304.67,1567.2,41.38,150.4,L,Sáng,0
300.01,310.68,1737.3,41.34,203.3,M,Đêm,0
305.02,316.37,1620.0,40.63,227.9,L,Chiều,0
301.21,311.41,1466.3,38.12,45.2,L,Sáng,0
299.88,308.31,1343.0,22.02,106.1,L,Chiều,1
297.73,307.45,1675.6,47.89,136.6,H,Sáng,0
296.51,307.29,1441.2,31.51,247.9,M,Sáng,0
301.22,311.12,1409.4,36.46,180.0,H,Sáng,0
298.49,309.15,1347.5,43.95,159.8,H,Chiều,0
300.46,309.46,1303.4,38.27,69.1,L,Sáng,0
300.68,310.36,1554.5,22.78,33.3,L,Chiều,0
301.85,311.43,1305.8,42.21,78.1,L,Sáng,0
295.81,306.88,1356.2,42.73,108.1,L,Chiều,0
300.58,309.02,1526.2,39.53,72.3,M,Chiều,0
299.37,308.76,1403.7,46.03,82.3,M,Sáng,0
302.08,310.76,1417.5,44.39,5.2,M,Sáng,0
297.33,307.29,1846.7,30.48,183.5,M,Chiều,0
298.43,307.98,1519.3,37.65,89.4,L,Chiều,0
300.01,309.05,1631.9,38.63,42.9,L,Chiều,0
299.52,308.68,1533.8,38.86,248.3,L,Sáng,1
299.17,308.28,1444.6,39.92,24.5,L,Sáng,0
298.22,307.91,1819.1,29.6,65.2,M,Đêm,0
301.54,309.92,1374.7,39.13,99.8,M,Chiều,1
299.44,310.11,1520.3,44.05,118.7,M,Đêm,0
302.38,314.55,1393.4,44.53,96.9,L,Sáng,0
302.23,313.7,1180.0,37.88,109.7,L,Đêm,0
301.43,311.17,1438.3,20.14,13.1,M,Chiều,0
299.38,310.68,1704.9,44.87,246.9,L,Sáng,1
297.78,307.11,1839.0,40.81,74.8,M,Sáng,0
301.59,311.49,1180.0,36.55,164.2,L,Sáng,0
297.6,307.93,1633.9,36.53,151.6,H,Chiều,0
300.75,313.05,1313.7,32.22,212.6,L,Đêm,0
303.19,312.38,1667.5,40.71,232.1,M,Chiều,0
300.23,311.19,1796.8,23.9,169.1,L,Đêm,0
301.9,311.83,1573.0,25.33,115.2,H,Sáng,0
301.53,310.78,1539.5,36.46,172.8,M,Sáng,0
300.76,309.67,1356.7,27.46,95.2,M,Sáng,0
300.82,312.41,1748.9,35.77,45.3,H,Chiều,0
297.99,310.44,1579.1,27.37,130.4,L,Sáng,0
296.97,306.26,1534.7,50.48,121.4,M,Sáng,0
302.0,313.42,1433.8,55.35,106.3,M,Sáng,0
299.65,308.7,1416.8,52.82,194.5,L,Đêm,0
304.23,315.47,1768.3,42.12,76.7,M,Chiều,0
301.06,309.62,1734.3,60.25,39.2,M,Chiều,0
300.11,310.27,1259.8,48.0,159.1,L,Sáng,0
301.01,309.83,1299.1,41.38,53.2,L,Đêm,0
298.57,308.59,1675.7,48.87,166.5,M,Sáng,0
302.44,311.41,1515.9,42.07,206.9,H,Đêm,0
300.72,309.96,1738.6,23.14,23.1,L,Sáng,0
303.38,314.31,1662.0,29.47,201.4,L,Đêm,0
296.44,305.83,1509.6,48.06,238.7,M,Sáng,0
298.42,306.78,1621.7,34.01,60.8,L,Chiều,0
299.67,310.35,1638.6,19.84,241.3,H,Chiều,0
299.96,310.01,1578.4,43.0,202.5,M,Sáng,0
301.75,311.6,1249.0,30.88,88.0,L,Chiều,0
298.83,310.96,1359.2,34.21,135.2,M,Chiều,0
298.67,308.79,1296.4,42.81,213.7,M,Đêm,0
299.8,311.25,1375.9,50.97,46.4,H,Đêm,0
300.92,310.6,1422.7,30.79,189.4,L,Sáng,0
302.06,312.2,1603.5,57.48,119.1,L,Đêm,0
302.0,312.5,1634.0,33.46,239.2,L,Sáng,0
297.79,310.02,1336.0,32.15,112.7,M,Sáng,0
299.13,308.39,1399.9,54.55,69.4,M,Chiều,0
301.23,310.53,1318.0,55.45,118.7,L,Sáng,0
298.56,309.12,1669.1,39.54,37.6,L,Đêm,0
302.43,312.13,1180.0,28.86,220.8,M,Sáng,0
294.46,303.48,1274.2,35.71,246.2,M,Chiều,0
296.71,306.36,1499.8,54.08,167.7,H,Chiều,0
300.49,310.34,1386.3,44.61,104.4,H,Sáng,0
295.95,306.18,1538.4,45.17,239.7,L,Chiều,0
296.94,307.78,1637.3,54.05,152.9,L,Chiều,0
298.27,309.35,1634.6,52.85,160.1,L,Chiều,0
297.64,307.31,1676.4,41.54,112.0,L,Sáng,0
294.27,304.84,1607.4,43.82,232.4,L,Đêm,0
301.84,313.76,1574.9,39.97,83.8,L,Chiều,0
301.27,310.82,1539.0,20.8,148.1,M,Chiều,0
301.69,312.18,1481.1,51.29,161.8,M,Đêm,1
301.37,311.76,1331.8,45.17,120.1,M,Đêm,0
298.86,309.14,1512.3,40.48,153.9,L,Chiều,0
301.74,310.61,1496.1,32.48,220.9,L,Chiều,0
301.27,310.77,1210.1,54.44,61.7,H,Chiều,0
299.83,308.93,1715.8,53.5,152.1,M,Sáng,0
301.07,309.37,1296.9,63.78,159.7,L,Chiều,1
301.02,310.83,1508.7,28.74,250.2,L,Chiều,1
302.74,312.45,1382.0,37.47,28.4,H,Sáng,0
304.84,315.87,1755.0,37.14,54.2,H,Đêm,0
299.9,310.29,1527.8,39.94,51.3,L,Chiều,0
300.23,310.08,1588.6,52.4,147.1,H,Chiều,0
300.04,309.39,1527.3,50.43,1.3,H,Sáng,0
299.24,308.62,1554.0,34.37,243.5,L,Đêm,0
301.07,309.73,1688.2,46.09,226.0,H,Sáng,0
298.52,308.27,1479.1,41.41,157.8,H,Đêm,0
302.14,311.48,1438.5,59.33,13.7,H,Chiều,0
297.66,306.24,1563.7,60.44,68.1,L,Sáng,0
300.55,311.96,1348.2,44.77,190.4,M,Sáng,0
300.91,309.51,1539.7,36.53,38.8,H,Chiều,0
302.11,312.04,1218.9,38.36,137.7,L,Sáng,0
300.41,309.85,1641.3,32.69,235.9,M,Đêm,0
300.18,309.73,1580.6,24.67,176.0,M,Đêm,0
299.49,308.85,1180.0,44.37,141.6,M,Sáng,0
299.24,310.45,1476.1,32.89,137.3,L,Sáng,0
298.69,309.09,1849.9,37.34,6.0,M,Sáng,0
301.05,311.26,1923.5,36.37,24.4,H,Sáng,0
300.78,312.19,1275.1,57.33,72.1,L,Đêm,0
300.27,309.09,1353.0,43.4,40.0,L,Sáng,0
299.27,309.74,1591.8,38.49,131.6,L,Chiều,1
301.34,309.77,1595.5,41.27,149.4,H,Chiều,0
302.92,310.93,1714.0,46.39,249.0,L,Chiều,1
303.48,314.17,1704.6,36.97,149.7,M,Chiều,0
300.41,310.37,1750.4,39.6,45.8,L,Sáng,0
296.95,305.69,1603.6,38.58,149.4,M,Đêm,0
300.2,310.76,1766.1,33.44,249.2,L,Chiều,0
301.96,313.04,1530.2,46.65,79.8,L,Sáng,0
300.4,309.57,1883.5,34.62,166.6,H,Chiều,0
298.52,308.57,1629.8,31.41,19.6,L,Đêm,0
299.63,309.83,1610.0,43.79,143.4,L,Sáng,0
299.73,311.25,1320.8,40.62,99.0,H,Chiều,0
298.12,307.67,1330.9,32.16,170.3,M,Sáng,0
298.43,307.33,1420.2,38.83,215.9,L,Sáng,0
302.21,312.62,1328.3,29.14,182.0,M,Chiều,0
300.36,309.88,1417.7,37.07,117.6,L,Chiều,0
300.5,311.05,1567.6,34.83,205.5,L,Sáng,0
296.34,305.21,1770.8,34.7,171.5,M,Sáng,0
300.38,310.64,1648.4,27.78,206.8,L,Chiều,0
298.33,308.05,1474.0,58.58,65.2,L,Đêm,0
302.32,312.65,1399.6,49.85,168.0,L,Chiều,0
299.18,309.13,1603.3,41.97,77.4,L,Đêm,0
298.25,308.62,1547.2,36.76,69.2,M,Đêm,0
304.71,315.15,1550.4,55.75,87.1,L,Chiều,0
298.36,307.28,1491.9,37.25,98.8,L,Sáng,0
300.27,310.46,1861.1,35.33,114.1,L,Sáng,0
299.98,309.88,1223.1,56.64,43.0,L,Chiều,0
299.82,308.91,1488.1,27.13,116.7,L,Chiều,0
298.47,308.93,1698.3,38.24,174.2,M,Chiều,0
303.23,314.65,1842.1,23.37,222.7,L,Đêm,0
299.95,309.5,1805.3,48.0,252.2,M,Sáng,0
296.68,307.26,1635.7,32.75,33.5,H,Sáng,0
299.6,310.71,1475.3,27.86,43.8,L,Sáng,0
302.23,313.44,1362.4,32.28,120.7,L,Chiều,0
297.25,307.07,1572.4,51.15,37.1,H,Chiều,0
301.54,312.3,1356.6,50.81,126.5,H,Sáng,0
301.36,311.53,1948.4,35.78,6.2,M,Chiều,0
299.69,308.47,1525.9,15.66,176.3,H,Sáng,0
297.95,307.23,1464.9,54.14,80.7,L,Đêm,0
303.75,314.81,1634.5,25.59,88.0,M,Sáng,0
298.51,308.9,1484.7,35.03,37.8,H,Sáng,0
300.06,310.2,1434.0,22.55,232.1,H,Chiều,0
303.06,313.32,1571.6,46.38,51.4,L,Chiều,0
298.79,309.09,1543.4,27.97,152.3,L,Chiều,1
300.32,310.78,1797.5,42.94,92.7,L,Chiều,0
301.01,311.72,1578.0,38.17,0.5,M,Sáng,0
303.33,313.78,1475.5,42.11,81.0,L,Đêm,0
302.51,313.92,1561.1,24.43,148.5,H,Chiều,0
301.12,309.66,1241.0,31.96,110.8,L,Chiều,1
297.79,307.31,1185.9,30.62,131.9,H,Sáng,0
300.54,311.49,1390.3,26.22,212.1,L,Chiều,0
294.23,304.14,1536.8,38.37,185.0,L,Chiều,0
297.94,308.7,1568.0,35.05,51.6,L,Sáng,0
300.01,309.72,1183.4,32.89,109.7,L,Sáng,0
298.73,308.87,1425.2,34.32,215.6,L,Sáng,0
296.43,306.91,1782.4,42.96,23.1,M,Đêm,0
296.68,307.29,1669.2,30.01,206.1,L,Sáng,0
297.98,307.07,1756.7,53.59,83.8,H,Chiều,0
301.3,312.36,1943.1,49.15,116.7,L,Sáng,0
298.28,309.31,1399.0,43.24,185.6,L,Sáng,0
303.44,312.33,1515.2,51.61,191.2,L,Sáng,0
300.03,310.75,1709.9,38.12,194.7,H,Chiều,0
301.54,311.85,1361.5,47.65,176.6,L,Chiều,0
297.75,307.12,1196.3,29.68,55.0,M,Chiều,0
301.03,312.7,1663.4,28.44,141.8,M,Sáng,0
303.05,311.82,1954.2,39.49,123.1,M,Sáng,0
300.99,309.92,1569.8,35.68,128.0,L,Chiều,0
300.57,309.57,1820.0,41.84,35.5,L,Đêm,0
301.86,311.28,1201.8,33.36,47.9,L,Sáng,0
298.55,309.19,1880.6,27.33,142.4,M,Chiều,0
298.79,308.39,1668.4,43.19,183.5,L,Sáng,0
300.24,309.8,1689.8,34.74,216.0,L,Đêm,1
300.06,309.67,1529.1,18.91,53.4,M,Đêm,0
300.87,311.98,1558.5,53.69,251.3,H,Sáng,1
304.55,316.68,1441.9,17.94,156.3,H,Chiều,0
303.06,312.65,1508.7,34.14,84.0,H,Đêm,0
299.52,310.38,1620.0,29.35,41.4,H,Chiều,0
302.5,312.18,1244.9,45.93,190.5,L,Sáng,0
293.94,303.74,1394.1,38.72,239.6,H,Sáng,1
300.99,310.58,1724.1,49.29,31.0,L,Sáng,0
299.75,309.71,1620.9,46.27,70.8,L,Đêm,0
301.28,311.17,1325.1,37.97,224.2,M,Chiều,0
301.66,313.53,1638.7,41.14,99.4,L,Sáng,0
300.81,311.69,1525.2,38.64,125.8,H,Chiều,0
301.75,312.2,1553.8,41.3,108.7,L,Chiều,0
301.64,313.16,1410.9,42.2,239.7,M,Sáng,0
303.09,314.12,1553.6,57.94,246.6,M,Đêm,1
298.33,309.57,1424.3,30.76,19.0,L,Đêm,0
303.05,311.98,1271.1,38.05,66.5,L,Đêm,0
298.57,309.56,1300.8,54.31,212.8,M,Chiều,1
300.13,310.32,1482.6,48.5,237.6,L,Chiều,0
300.03,309.02,1557.8,33.12,91.7,L,Sáng,0
300.63,313.0,1547.6,50.1,208.4,L,Chiều,0
302.35,312.92,1660.3,60.17,19.2,M,Sáng,0
302.98,313.26,1289.8,22.09,231.2,L,Chiều,0
300.38,310.2,1418.4,28.32,38.0,M,Sáng,0
304.72,315.4,1594.5,38.16,194.3,M,Đêm,0
302.36,309.58,1446.8,36.11,135.3,L,Sáng,0
300.15,310.82,1664.1,49.44,205.4,L,Chiều,0
302.49,313.26,1696.9,25.74,45.7,L,Sáng,0
299.89,308.05,1344.0,45.72,104.8,L,Sáng,1
296.88,306.01,1789.2,33.8,110.5,L,Đêm,0
300.52,310.96,1419.5,44.73,29.5,L,Chiều,0
297.09,306.17,1656.6,34.69,241.0,L,Chiều,0
298.04,306.41,1390.3,52.98,111.4,M,Đêm,0
299.51,311.38,1926.2,40.18,24.6,M,Sáng,0
299.13,308.72,1473.8,26.28,122.4,L,Sáng,0
299.47,309.5,1722.5,41.23,28.5,M,Đêm,0
301.46,312.68,1635.6,21.12,77.1,M,Đêm,0
296.04,305.26,1794.5,52.2,119.4,L,Sáng,0
301.44,309.69,1549.5,47.18,196.3,L,Chiều,0
301.8,312.49,1413.5,37.21,139.3,L,Sáng,0
298.19,306.62,1539.0,40.24,138.3,L,Chiều,0
298.27,307.22,1451.9,28.73,153.5,L,Chiều,0
301.26,311.11,1466.4,28.94,9.4,H,Chiều,0
299.03,309.69,1511.4,62.12,71.9,M,Chiều,0
300.95,310.36,1787.8,25.95,147.0,H,Đêm,0
297.45,308.08,1678.0,40.01,243.8,H,Chiều,0
299.52,309.73,1521.8,28.63,117.0,L,Sáng,0
296.54,308.01,1739.7,40.31,14.2,H,Chiều,0
295.97,306.33,1491.3,63.08,16.2,M,Chiều,0
302.37,312.0,1437.9,41.31,164.6,M,Chiều,0
305.0,315.39,1578.7,38.21,138.0,H,Đêm,0
303.69,314.37,1594.2,30.95,243.8,L,Sáng,0
301.09,311.04,1603.8,57.0,35.8,L,Chiều,0
302.26,311.08,1615.6,50.23,108.1,H,Đêm,0
294.04,304.5,1602.7,35.88,232.7,M,Sáng,0
300.83,309.14,1349.9,48.55,204.1,L,Đêm,1
296.65,308.58,1780.4,37.78,39.2,L,Sáng,0
299.98,309.34,1367.2,37.63,132.0,L,Sáng,0
302.42,312.58,1699.2,37.2,214.5,L,Sáng,0
296.1,305.58,1361.3,50.44,172.1,L,Đêm,0
302.09,312.17,1502.1,56.74,93.6,L,Chiều,0
295.86,304.99,1521.0,45.24,96.5,L,Chiều,0
302.45,313.83,1277.7,38.57,244.3,L,Chiều,1
300.58,309.61,1800.6,46.82,6.9,L,Sáng,0
302.09,311.97,1804.3,43.61,182.1,H,Sáng,0
298.87,307.76,1593.9,41.42,143.8,M,Sáng,0
299.37,309.27,1653.6,38.83,223.8,L,Sáng,0
299.36,309.04,1884.2,46.98,238.5,M,Đêm,0
300.87,309.4,1565.5,41.72,156.6,M,Đêm,0
299.69,309.16,1180.0,52.07,232.0,M,Chiều,0
301.65,309.86,1855.5,43.24,192.0,M,Chiều,0
297.62,307.94,1697.2,35.61,161.5,M,Chiều,0
301.35,312.02,1180.0,29.76,171.2,L,Sáng,0
301.75,312.29,1605.7,33.7,200.6,L,Sáng,0
299.97,309.16,1741.9,41.17,166.8,H,Sáng,0
299.57,309.01,1470.1,37.96,113.3,H,Sáng,0
297.97,307.59,1300.8,46.82,107.5,M,Sáng,0
297.52,306.93,1382.6,41.76,190.3,L,Chiều,0
300.27,308.81,1481.9,38.02,71.3,M,Sáng,0
300.26,308.09,1499.0,38.19,244.8,H,Sáng,0
302.12,313.47,1654.6,20.48,250.1,H,Sáng,1
296.96,307.11,1601.6,55.38,167.1,L,Chiều,0
300.93,310.38,1243.3,50.42,250.3,H,Sáng,1
297.64,306.89,1799.1,28.92,143.3,H,Sáng,0
300.26,310.55,1180.6,40.09,242.0,H,Sáng,0
301.81,311.52,1222.9,40.29,140.5,L,Chiều,0
299.67,310.05,1594.8,46.67,202.6,M,Sáng,1
300.01,310.5,1192.2,37.5,38.8,L,Sáng,0
296.46,306.65,1327.9,25.96,207.2,M,Chiều,0
300.44,310.35,1324.1,39.7,108.9,L,Đêm,0
300.94,312.07,1774.0,32.64,242.4,H,Chiều,0
298.08,307.19,1785.1,33.26,62.6,H,Chiều,0
303.04,314.02,1734.9,34.02,62.3,L,Sáng,0
299.65,311.05,1662.5,32.02,160.7,H,Sáng,0
305.16,316.66,1512.2,49.51,186.7,H,Chiều,0
298.97,306.45,1641.0,46.06,7.0,L,Sáng,1
301.97,311.11,1627.9,64.34,234.1,L,Chiều,1
299.83,309.62,1534.9,45.85,0.6,L,Sáng,0
300.3,312.22,1554.4,40.37,42.6,L,Đêm,0
297.58,306.35,1346.0,38.06,2.8,L,Chiều,0
299.59,310.69,1180.0,55.18,50.4,H,Sáng,0
298.32,307.84,1629.7,40.34,149.2,H,Sáng,0
300.99,311.82,1366.8,57.46,195.0,L,Sáng,0
298.56,308.31,1510.4,37.82,117.7,H,Sáng,0
302.27,311.76,1415.0,47.52,107.6,L,Chiều,0
303.31,312.98,1515.9,33.91,218.2,H,Chiều,0
302.62,312.21,1546.9,36.15,78.2,M,Chiều,0
300.0,308.98,1383.7,37.02,133.3,L,Chiều,0
298.56,310.07,1411.9,28.09,241.1,L,Sáng,0
297.23,308.67,1426.5,31.05,100.1,L,Chiều,0
